P_value,logOR,OR,gene
1.79045e-12,-0.109272277,0.896486291666783,ENSG00000102317
1.0,-0.026318718,0.9740246009594484,ENSG00000137948
0.007637757,-0.055867327,0.9456645917262892,ENSG00000160255
1.0,0.027343823,1.027721096175259,ENSG00000165156
1.0,-0.00248513,0.9975179553791732,ENSG00000163697
1.0,0.018670739,1.0188461270887108,ENSG00000172346
1.0,0.02567182,1.0260041791644705,ENSG00000112182
1.0,-0.012061099,0.9880113445125881,ENSG00000152208
0.167634362,-0.040288099,0.9605126765451224,ENSG00000129351
1.0,0.016402867,1.0165381325920402,ENSG00000196391
1.0,0.048927999,1.0501447365467358,ENSG00000163697
7.79925e-15,0.101427968,1.106750194090639,ENSG00000198185
1.0,0.017622611,1.0177788053778136,ENSG00000155849
1.0,0.030489011,1.030958560782908,ENSG00000257008
1.0,0.048826114,1.0500377480006093,ENSG00000173281
0.004059584,0.06078659,1.0626721051324395,ENSG00000167384
1.0,0.012239812,1.012315025050177,ENSG00000110713
1.0,0.029902341,1.0303539057078923,ENSG00000164588
0.000116038,-0.044184857,0.9567770741848908,ENSG00000029993
1.0,0.024024616,1.0243155321314223,ENSG00000168066
1.50315e-08,-0.094237913,0.9100662198980946,ENSG00000110851
1.0,-0.029225206,0.9711977202824841,ENSG00000139546
0.009155099,-0.052012482,0.9493170173939262,ENSG00000099783
1.0,0.032220448,1.0327451468147637,ENSG00000113108
1.0,0.035183372,1.0358096298694364,ENSG00000177485
1.0,-0.03707005,0.9636086322000977,ENSG00000125772
0.011921034,0.057203728,1.0588715101977388,ENSG00000213762
1.0,0.036890609,1.0375795127694083,ENSG00000176476
0.001305681,0.052869021,1.054291546023106,ENSG00000164051
1.0,0.005992733,1.0060107253475603,ENSG00000125207
1.0,0.008394463,1.0084297953005603,ENSG00000160505
1.0,0.014847437,1.0149582077342576,ENSG00000186017
3.48239e-13,-0.111679126,0.8943311790878153,ENSG00000272325
1.0,0.028666151,1.0290809794646452,ENSG00000050438
1.0,0.000391568,1.0003916446727565,ENSG00000115137
1.34042e-06,-0.084406153,0.9190579021567113,ENSG00000179636
1.0,-0.012898497,0.987184332106311,ENSG00000168310
1.0,0.019357138,1.019545702117832,ENSG00000181894
4.79943e-13,0.080792075,1.0841454521866651,ENSG00000101216
1.0,-0.028289296,0.9721070994230102,ENSG00000186517
1.0,-0.044555038,0.9564229590381853,ENSG00000153048
1.0,0.006986298,1.0070107591108963,ENSG00000170954
5.01373e-09,-0.095622256,0.9088072477227597,ENSG00000170634
5.12669e-11,0.093694828,1.0982245473915964,ENSG00000115504
1.0,0.0294468,1.0298846441513867,ENSG00000185946
1.0,0.018987843,1.0191692585014192,ENSG00000196305
1.0,0.018151259,1.0183169943514474,ENSG00000164949
1.0,0.009071959,1.0091132339404882,ENSG00000132874
2.03459e-17,-0.123729954,0.8836184262883292,ENSG00000154016
1.0,-0.010818971,0.989239343576047,ENSG00000182261
1.0,-0.017910776,0.982248668603822,ENSG00000166313
1.0,-0.005550738,0.9944646388820025,ENSG00000157500
1.0,0.0284203,1.028828009974438,ENSG00000105641
0.212589995,-0.043543769,0.9573906491425824,ENSG00000138835
1.0,0.029800222,1.0302486923696272,ENSG00000150459
1.0,0.004885603,1.004897557017937,ENSG00000088992
1.0,0.010163457,1.010215280348421,ENSG00000129691
1.0,-0.002421955,0.9975809755666335,ENSG00000162975
1.0,0.040460524,1.0412902029191067,ENSG00000169900
1.0,-0.021506483,0.9787231323865129,ENSG00000149599
1.0,-0.01191123,0.9881594278810548,ENSG00000104915
1.0,0.046222449,1.0473073575209846,ENSG00000119725
1.0,-0.051542717,0.949763078066245,ENSG00000156735
1.91943e-26,-0.140478928,0.868941975085159,ENSG00000115234
1.0,0.000931385,1.0009318188736998,ENSG00000118564
1.0,0.001893488,1.0018952817803917,ENSG00000111880
1.0,0.004038085,1.0040462490505782,ENSG00000116584
1.0,0.00264405,1.0026475485829978,ENSG00000100744
1.0,0.002135465,1.0021377467292785,ENSG00000122678
0.002789991,-0.072368106,0.9301884248419486,ENSG00000128872
1.0,0.03235753,1.032886727288825,ENSG00000007866
1.0,-0.036219687,0.9644283978271814,ENSG00000087589
1.0,0.001614193,1.0016154965107988,ENSG00000155755
1.6986e-05,-0.082244415,0.9210468135261131,ENSG00000198721
0.308360712,0.050838465,1.0521529200333213,ENSG00000172995
1.0,-0.004782344,0.995229073199491,ENSG00000138594
1.0,-0.000157432,0.9998425803917671,ENSG00000111859
1.0,-0.024479576,0.9758176188139293,ENSG00000172548
0.002602995,0.054388513,1.055894751313298,ENSG00000165169
8.13173e-06,-0.082382827,0.9209193384168053,ENSG00000110367
1.0,-0.030003547,0.9704420913843054,ENSG00000151239
0.258189312,0.05616342,1.0577705304730096,ENSG00000183862
1.0,0.039303653,1.040086261017776,ENSG00000197471
1.0,0.009573347,1.0096193180682793,ENSG00000168246
7.08052e-05,0.057101866,1.0587636569211356,ENSG00000101222
1.0,-0.015226466,0.9848888705022855,ENSG00000144909
1.0,0.010564937,1.0106209430064483,ENSG00000080839
0.004942379,0.056598879,1.0582312464746233,ENSG00000159164
1.0,0.002365479,1.0023682789527577,ENSG00000139547
1.0,0.011809536,1.0118795438857238,ENSG00000111224
0.011486639,0.05430182,1.0558032165973892,ENSG00000174738
1.0,0.022904333,1.0231686513895866,ENSG00000164105
1.7624e-05,-0.053490687,0.9479147688929387,ENSG00000164877
1.0,-0.002400631,0.9976022482101646,ENSG00000142765
1.0,-0.017893623,0.9822655172597367,ENSG00000163565
1.0,0.047309775,1.0484467413693939,ENSG00000157212
1.0,0.026938588,1.0273047119892713,ENSG00000136267
1.0,0.022925587,1.0231903980472041,ENSG00000107611
1.0,0.033335907,1.0338977744183888,ENSG00000214827
1.0,0.004867112,1.0048789756290049,ENSG00000128422
0.33938187,-0.041414399,0.9594314601188584,ENSG00000168646
0.122078269,-0.049254373,0.9519389513311248,ENSG00000151623
9.07841e-05,-0.047888175,0.9532403772228552,ENSG00000120658
1.0,0.006330378,1.0063504571900717,ENSG00000138646
0.308411582,0.047694782,1.0488504784197565,ENSG00000140522
4.02625e-15,-0.090922703,0.9130882871568966,ENSG00000171453
1.0,0.001787983,1.0017895823946923,ENSG00000006534
1.0,0.010280374,1.0103333985932343,ENSG00000099246
1.0,-0.004593257,0.9954172758720338,ENSG00000186951
0.135264072,-0.065979092,0.9361504371203431,ENSG00000198954
1.0,0.00032209,1.0003221418765535,ENSG00000156467
1.0,-0.031695016,0.9688020061381422,ENSG00000106633
1.0,0.026246354,1.0265938228184865,ENSG00000148358
6.65412e-23,-0.1289032,0.8790590543436794,ENSG00000175183
0.226945579,0.050084497,1.0513599293828628,ENSG00000040341
1.0,0.009998042,1.010048189407877,ENSG00000171431
1.0,0.021340798,1.0215701413810578,ENSG00000120896
1.0,-0.012518346,0.98755968255775,ENSG00000086589
1.00766e-12,-0.0814103,0.9218153929862442,ENSG00000148943
1.0,-0.008527632,0.991508625118112,ENSG00000115875
1.0,-0.027507022,0.9728678510514186,ENSG00000182944
1.0,0.03552042,1.0361588062748635,ENSG00000198909
1.0,0.025035669,1.0253516931417133,ENSG00000112659
9.08306e-14,-0.108957019,0.8967689606966166,ENSG00000182446
5.60608e-16,-0.092679718,0.9114853859131619,ENSG00000187922
1.23122e-19,-0.099503535,0.9052867496741915,ENSG00000124614
1.0,-0.043058138,0.9578557006334868,ENSG00000185345
6.00879e-07,-0.075409822,0.9273633545360048,ENSG00000175274
1.0,0.002807826,1.0028117716354448,ENSG00000166225
1.0,-0.006643252,0.993378765615399,ENSG00000100307
1.0,-0.01700343,0.9831403124578547,ENSG00000126581
1.0,-0.011916221,0.9881544959896579,ENSG00000117751
1.0,0.016430422,1.0165661436862048,ENSG00000076604
3.73703e-09,-0.091601612,0.912468593682492,ENSG00000143105
1.0,0.038706104,1.0394649441647106,ENSG00000156802
6.44681e-13,-0.110231768,0.8956265336692951,ENSG00000074319
0.027013793,0.049843816,1.0511069174725003,ENSG00000268104
8.57724e-06,0.083136853,1.086690515229609,ENSG00000070087
0.006557334,-0.032867319,0.9676669420894278,ENSG00000059915
1.0,0.030745898,1.0312234346545823,ENSG00000063127
1.0,0.052086193,1.0534665400417387,ENSG00000135002
1.56733e-05,-0.08350321,0.9198881338255875,ENSG00000130755
3.10056e-07,0.065033188,1.0671944418456079,ENSG00000038358
0.010806146,-0.063477409,0.9384953206089717,ENSG00000185532
5.4429e-06,-0.059842391,0.9419129758482335,ENSG00000173992
1.0,0.050243414,1.0515270216253079,ENSG00000140350
4.50686e-09,-0.09847026,0.9062226432749234,ENSG00000114416
0.021501227,0.038057609,1.0387910748697948,ENSG00000147400
0.000583373,-0.07854152,0.9244636754028931,ENSG00000140553
4.83547e-07,-0.072199575,0.9303452036380483,ENSG00000204394
1.0,-0.018083833,0.9820786983036788,ENSG00000112164
1.0,0.021392331,1.0216227873116432,ENSG00000174808
1.0,0.017997526,1.0181604574577061,ENSG00000100644
4.20755e-16,-0.096631754,0.9078902715444802,ENSG00000197956
1.0,-0.00084519,0.999155167072463,ENSG00000141574
0.000321993,0.060648809,1.0625256991933323,ENSG00000146374
1.0,0.054901379,1.056436422721376,ENSG00000115386
0.13058297,-0.051166944,0.950120040451592,ENSG00000129473
0.580290627,0.053971969,1.0554550162808598,ENSG00000165197
0.000157578,0.066544989,1.068809047643794,ENSG00000167941
1.0,0.032330304,1.0328586062976006,ENSG00000198643
1.0,-0.013771884,0.9863225145489544,ENSG00000090776
1.0,0.025129181,1.025447580312473,ENSG00000132639
0.216927375,-0.039770127,0.9610103240898384,ENSG00000124466
1.0,0.015080461,1.0151947449140062,ENSG00000172260
1.0,-0.025270227,0.9750463925633759,ENSG00000113916
1.0,0.005827983,1.005844998732664,ENSG00000163430
6.13241e-09,0.096948138,1.101803230420107,ENSG00000118785
3.72392e-12,-0.101713454,0.9032883482515813,ENSG00000139329
1.0,0.006368896,1.0063892205435203,ENSG00000204936
0.292509491,0.050439632,1.0517333703984468,ENSG00000100288
7.38084e-27,0.129363288,1.1381035084197826,ENSG00000198732
0.037401309,0.057944925,1.0596566335140625,ENSG00000140093
1.84058e-07,0.08017721,1.0834790539866659,ENSG00000185070
0.259129649,-0.048120354,0.9530190805165301,ENSG00000125848
1.0,0.01578814,1.0159134311854894,ENSG00000167178
1.0,-0.009814803,0.9902332049876065,ENSG00000109072
1.0,0.044169067,1.0451590418557846,ENSG00000134755
1.0,0.045153612,1.04618855468234,ENSG00000130164
1.0,0.011020873,1.0110818265354313,ENSG00000159399
2.27136e-16,-0.093831922,0.9104357736054407,ENSG00000156515
1.0,-0.009477918,0.9905668558987067,ENSG00000112902
1.0,0.044136815,1.0451253339299436,ENSG00000090006
1.0,-0.012503688,0.9875741583136695,ENSG00000135679
0.028563105,0.067962376,1.0703250378119846,ENSG00000198625
1.0,0.027704669,1.0280920121396757,ENSG00000211893
0.00019551,-0.06328402,0.9386768328311967,ENSG00000211892
1.0,0.006690301,1.0067127310571127,ENSG00000154342
1.0,0.026163887,1.0265091661964372,ENSG00000161681
0.001654606,0.04091425,1.0417627705577215,ENSG00000251322
0.000160558,0.059233361,1.0610228131968678,ENSG00000161681
1.0,0.048499835,1.049695198620603,ENSG00000114251
1.0,-0.01325184,0.9868355790512054,ENSG00000214642
1.0,0.037465613,1.0381762966996995,ENSG00000127561
1.0,0.056752487,1.0583938117452751,ENSG00000174151
1.0,-0.024757483,0.9755464699457669,ENSG00000164241
1.0,0.038338633,1.0390830411156586,ENSG00000086062
1.0,-0.032588411,0.9679368697816587,ENSG00000091483
1.0,-0.030434475,0.9700239908068422,ENSG00000170633
1.0,0.019617192,1.0198108735337998,ENSG00000135373
0.002714194,-0.07333283,0.9292914824644654,ENSG00000175426
2.8286200000000002e-30,-0.129702368,0.8783568191166733,ENSG00000143153
1.0,-0.001175502,0.9988251886318366,ENSG00000136986
1.78679e-13,0.106894179,1.1128164888947283,ENSG00000171711
0.011391882,0.056548668,1.0581781129594612,ENSG00000181826
0.036213028,0.054137275,1.0556295037492964,ENSG00000244405
1.0,0.035196182,1.0358228986757814,ENSG00000128040
1.0,0.019406446,1.0195959751167323,ENSG00000167850
1.0,0.034114732,1.0347033134988195,ENSG00000173714
1.0,-0.036843958,0.963826521033502,ENSG00000181852
1.0,0.006361889,1.0063821687989578,ENSG00000243543
0.226172568,-0.059849669,0.9419061206305415,ENSG00000151952
1.0,-0.003848091,0.9961593034143384,ENSG00000215717
1.0,0.00609278,1.0061113787375502,ENSG00000165675
1.0,-0.00696155,0.9930626254571203,ENSG00000122378
1.0,-0.002796259,0.997207646890722,ENSG00000117643
1.0,-0.031495107,0.9689956977380892,ENSG00000180305
1.0,0.004499942,1.0045100819430148,ENSG00000141469
1.11011e-05,0.073542516,1.0763142962777477,ENSG00000182183
0.083160581,0.050102636,1.0513790001735839,ENSG00000155256
0.00065043,-0.066078818,0.9360570832368329,ENSG00000197702
1.0,0.032407539,1.0329383822127647,ENSG00000174564
9.21283e-06,-0.047733348,0.9533879759965822,ENSG00000103495
1.0,-0.020422049,0.9797850687237247,ENSG00000090539
1.0,-0.024195027,0.976095326250358,ENSG00000229972
1.0,0.037859599,1.0385854042121552,ENSG00000150764
1.0,-0.007913028,0.9921181975887953,ENSG00000203772
1.0,0.022686639,1.0229459379557595,ENSG00000143368
1.0,-0.016915763,0.9832265051977012,ENSG00000138592
1.0,0.007826708,1.0078574167428989,ENSG00000115226
1.0,0.029302073,1.029735602821905,ENSG00000224531
1.0,0.053790211,1.0552631963209447,ENSG00000243147
1.0,0.02885945,1.0292799190156834,ENSG00000135374
1.0,-0.014469398,0.9856347806664303,ENSG00000198113
0.000263635,0.065133625,1.0673016330366543,ENSG00000136457
0.006831991,-0.048245551,0.9528997728553431,ENSG00000130508
1.0,0.003542343,1.0035486245118648,ENSG00000159200
1.0,0.011026094,1.011087105407428,ENSG00000215041
1.0,-0.004027306,0.9959807927211517,ENSG00000160801
5.33704e-09,-0.093084951,0.9111160967848964,ENSG00000167220
1.0,-0.021589311,0.9786420700640649,ENSG00000137825
1.57334e-11,-0.103793897,0.9014110618013196,ENSG00000197448
0.046950191,-0.066630834,0.93554050734217,ENSG00000078967
1.0,0.02126139,1.0214890237600076,ENSG00000151657
1.0,0.016719748,1.016860305254536,ENSG00000213903
1.0,-0.002183436,0.9978189459624469,ENSG00000161682
1.0,-0.039217072,0.96154196265376,ENSG00000171703
1.0,0.007721372,1.0077512586652806,ENSG00000125107
1.0,0.023232851,1.023504835926916,ENSG00000108821
1.0,0.010363371,1.0104172567142555,ENSG00000153214
1.0,-0.00959123,0.9904546191461367,ENSG00000118762
1.0,0.016530771,1.0166681602006997,ENSG00000110057
1.0,-0.048708625,0.9524586118988957,ENSG00000164144
1.0,-0.053095379,0.9482895612587298,ENSG00000156973
1.38174e-16,-0.120599399,0.8863889767884965,ENSG00000113013
1.0,0.028613104,1.0290263912538107,ENSG00000182771
1.0,-0.003192913,0.9968121789259125,ENSG00000139624
7.9915e-11,0.082286326,1.0857666485482342,ENSG00000182782
1.85855e-10,-0.091750495,0.9123327527333137,ENSG00000112972
4.54471e-12,-0.097704006,0.9069173061103226,ENSG00000104131
1.0,0.006473374,1.0064943715693933,ENSG00000100253
0.026513786,0.075504988,1.078428606906527,ENSG00000185010
0.059553592,0.053925729,1.0554062131692434,ENSG00000168917
0.248391107,-0.035971365,0.9646679163534155,ENSG00000181045
1.13669e-12,-0.108626356,0.8970655380423426,ENSG00000144746
1.75327e-07,-0.090497215,0.9134768779305154,ENSG00000125944
4.94368e-05,-0.056491688,0.945074339920413,ENSG00000167264
9.62858e-06,-0.055516005,0.9459968828691604,ENSG00000102871
1.0,0.026094516,1.0264379586989651,ENSG00000198794
1.0,0.028722546,1.0291390161229554,ENSG00000074370
1.0,0.023127867,1.0233973899353748,ENSG00000182568
1.0,-0.012817451,0.9872643426899159,ENSG00000125944
1.0,-0.001487949,0.9985131574472663,ENSG00000131788
9.59735e-07,-0.065850254,0.9362710566403828,ENSG00000111737
1.0,0.041925739,1.0428170352394286,ENSG00000141425
1.0,-0.01487302,0.9852370370594229,ENSG00000128463
1.0,0.01786802,1.0180286081073278,ENSG00000182077
1.0,0.019328705,1.0195167137869983,ENSG00000151693
1.0,0.033136518,1.0336916471254856,ENSG00000240771
1.0,-0.001475531,0.9985255570606445,ENSG00000163032
5.28886e-13,0.115870104,1.1228500089351763,ENSG00000171004
1.0,-0.029517797,0.970913598138127,ENSG00000168418
1.0,0.027369183,1.0277471595127396,ENSG00000138385
1.0,-0.030801197,0.9696683268877634,ENSG00000186462
1.0,0.029466115,1.029904536565399,ENSG00000181408
1.0,0.014743224,1.0148524414057638,ENSG00000205423
1.0,-0.00767966,0.9923497532461196,ENSG00000036448
1.0,-0.016440161,0.9836942409092294,ENSG00000113163
1.0,0.009458367,1.009503238712618,ENSG00000101751
0.002430482,-0.047143253,0.9539507314975517,ENSG00000105642
1.41262e-13,-0.090015443,0.9139170715409135,ENSG00000154478
1.0,-0.021058895,0.9791612951667777,ENSG00000120279
5.61602e-20,-0.126388344,0.8812725434173879,ENSG00000106853
1.0,-0.037568725,0.963128224459056,ENSG00000180448
1.0,-0.014475182,0.985629079771346,ENSG00000175376
0.000160171,0.079204042,1.0824251597339116,ENSG00000148680
0.11042919,-0.033867433,0.9666996486158057,ENSG00000203805
1.0,0.015016648,1.0151299643586917,ENSG00000168594
6.01999e-14,-0.111479311,0.8945098977271027,ENSG00000133789
1.0,0.011448777,1.0115145650720054,ENSG00000188215
1.0,0.014492987,1.0145985195470308,ENSG00000214022
1.0,-0.037016367,0.9636603629908197,ENSG00000102468
1.0,-0.017931074,0.9822287311226928,ENSG00000177707
1.0,-0.008525005,0.9915112298146914,ENSG00000158748
0.802456023,0.036727173,1.037409948780967,ENSG00000176244
0.003038876,0.072333796,1.075014119594628,ENSG00000103479
1.0,-0.030465925,0.9699934840320529,ENSG00000160075
1.0,-0.024432007,0.975864038586301,ENSG00000092964
5.89089e-06,-0.079449076,0.9236250534532517,ENSG00000159352
1.0,-0.021479124,0.9787499096389896,ENSG00000115677
1.0,0.007422774,1.0074503910764112,ENSG00000108671
8.26666e-18,-0.117554421,0.8890921251472937,ENSG00000111229
1.0,0.013863449,1.0139599922339244,ENSG00000172602
1.0,0.030269245,1.0307320160381668,ENSG00000004975
0.000173557,0.051407387,1.052751683285536,ENSG00000084207
0.132511139,0.058650676,1.0604047512041734,ENSG00000063244
1.0,-0.012099281,0.9879736209836164,ENSG00000173210
1.0,0.009761925,1.0098097280130411,ENSG00000117143
1.0,-0.040417948,0.9603879630317235,ENSG00000120868
1.0,-0.021399293,0.9788280473418899,ENSG00000161800
1.0,0.013266826,1.013355220809688,ENSG00000143412
1.0,0.015614991,1.015737542018749,ENSG00000113108
3.08392e-12,-0.104006764,0.9012192015539092,ENSG00000076043
1.0,0.018454737,1.018626078053939,ENSG00000198056
1.0,-0.042211216,0.95866727332005,ENSG00000100083
1.0,0.036924201,1.0376143677258218,ENSG00000259431
0.056433674,0.048931279,1.0501481810271207,ENSG00000041353
1.0,-0.000460957,0.9995391492243557,ENSG00000168461
1.0,-0.019236516,0.9809473250660999,ENSG00000136933
1.0,0.005939829,1.00595750476395,ENSG00000100138
1.0,0.025896636,1.0262348672502284,ENSG00000175449
1.0,0.053195604,1.0546359159487018,ENSG00000107954
0.001012568,0.06712739,1.06943170440231,ENSG00000109511
1.0,0.023119774,1.0233891076138124,ENSG00000263001
1.0,-0.056179531,0.9453693975408944,ENSG00000124260
1.0,0.026033315,1.0263751415917093,ENSG00000115165
1.0,-0.029355529,0.9710711591290775,ENSG00000154027
1.0,0.036566402,1.0372431767525034,ENSG00000005339
1.0,-0.04995859,0.9512688157267722,ENSG00000071051
0.059490088,-0.057789606,0.9438485066109366,ENSG00000002822
0.082205935,-0.056503669,0.9450630170525762,ENSG00000198356
0.012173151,-0.069425268,0.9329298504930611,ENSG00000183020
1.0,-0.052576087,0.9487821283235741,ENSG00000066027
0.000997826,-0.060826795,0.9409862091784054,ENSG00000167548
0.441699596,0.048874594,1.0500886550646098,ENSG00000008130
1.0,0.023887242,1.0241748274743134,ENSG00000138385
1.0,0.017847827,1.0180080512631973,ENSG00000115290
1.0,-0.01204148,0.9880307284973027,ENSG00000168397
1.0,-0.016968594,0.9831745617303298,ENSG00000117222
0.022139992,-0.065364413,0.9367260460241109,ENSG00000159840
1.0,-0.026014099,0.9743213525551606,ENSG00000087842
1.0,-0.042128531,0.9587465440007474,ENSG00000187109
0.373415711,-0.062161685,0.9397309341111036,ENSG00000138768
1.0,-0.0145901,0.9855158197566886,ENSG00000113916
1.0,-0.036443257,0.964212804671258,ENSG00000119917
6.17717e-05,-0.081760069,0.9214930269181698,ENSG00000185359
0.011049554,-0.047751083,0.9533710678107618,ENSG00000140829
2.71687e-05,-0.059003854,0.9427031359722126,ENSG00000182132
1.0,0.022398243,1.0226509669753068,ENSG00000186660
1.0,0.034073564,1.034660717709607,ENSG00000141198
0.000310248,-0.046440609,0.954621254797334,ENSG00000133315
7.51813e-11,-0.110013974,0.8958216169977872,ENSG00000134318
1.0,-0.018368978,0.9817987033947222,ENSG00000115053
1.0,-0.052022052,0.9493079324735412,ENSG00000039650
1.49926e-18,-0.121060646,0.8859802268067178,ENSG00000145431
1.22111e-13,-0.08819754,0.9155799951859954,ENSG00000105726
1.57538e-06,0.075178313,1.0780763687781934,ENSG00000091879
1.0,0.020152282,1.0203567101569546,ENSG00000170367
0.000296954,-0.060307174,0.9414752924313647,ENSG00000113520
1.0,-0.02447739,0.9758197519535755,ENSG00000073711
1.0,-0.007545912,0.9924824869171504,ENSG00000154975
1.0,0.01490187,1.0150134564580424,ENSG00000092445
5.47542e-07,-0.059651751,0.9420925592552957,ENSG00000068078
1.0,0.008915311,1.0089551707510822,ENSG00000188784
1.0,0.033219443,1.0337773695595407,ENSG00000197561
0.855697216,-0.03250987,0.968012895496877,ENSG00000173110
3.37657e-14,-0.098811846,0.9059131431705585,ENSG00000135624
1.0,0.039897541,1.0407041392242247,ENSG00000163083
1.09086e-11,-0.104725992,0.9005712525094931,ENSG00000197766
1.0,0.020472384,1.0206833806617408,ENSG00000166886
0.003156113,-0.059198094,0.9425200430976369,ENSG00000070770
1.0,-0.03078173,0.9696872036048189,ENSG00000182578
1.0,-0.044555005,0.9564229906001435,ENSG00000184908
0.171639465,-0.049952155,0.9512749371612972,ENSG00000091181
1.0,-0.000572528,0.999427635862882,ENSG00000108702
1.0,0.035358445,1.035990988043763,ENSG00000152611
1.18085e-12,0.104398286,1.1100424812629788,ENSG00000115758
1.0,0.042954532,1.04389043016148,ENSG00000182492
8.283830000000001e-28,0.129896429,1.1387104398380004,ENSG00000256870
0.002730201,-0.06121302,0.94062284695407,ENSG00000104415
1.0,0.023686704,1.0239694620952309,ENSG00000185267
1.0,0.037276914,1.03798041235286,ENSG00000205755
5.0636500000000005e-53,-0.202023961,0.8170753497652256,ENSG00000167588
1.0,0.010541806,1.0105975666037763,ENSG00000142687
1.0,0.008737481,1.0087757642054735,ENSG00000142515
0.100016042,-0.061973519,0.9399077761593603,ENSG00000182718
1.0,0.034002183,1.0345868652287795,ENSG00000156234
1.0,0.007362429,1.0073895983168497,ENSG00000134240
1.0,-0.006009665,0.9940083569167393,ENSG00000096996
9.53642e-07,0.078874084,1.0820680638096245,ENSG00000152583
1.0,0.040332038,1.0411564203008752,ENSG00000129455
0.569279696,-0.043045381,0.9578679200766014,ENSG00000149131
1.0,-0.051118191,0.9501663627830914,ENSG00000141367
1.0,0.028787113,1.0292054666870432,ENSG00000145649
1.0,-0.008365976,0.9916689213924923,ENSG00000121542
1.0,0.017525051,1.017679515720989,ENSG00000160339
1.0,-0.011523505,0.9885426362801677,ENSG00000130669
1.0,0.024762889,1.0250720358510501,ENSG00000196415
1.0,0.022024676,1.022269009669291,ENSG00000113600
1.0,0.032127456,1.0326491142432708,ENSG00000136634
1.0,0.019512873,1.0197044934321131,ENSG00000162344
3.44218e-06,-0.067342607,0.9348748517945635,ENSG00000196468
1.0,0.019638828,1.0198329384005564,ENSG00000121594
1.0,-0.0244873,0.9758100816277502,ENSG00000121067
1.08179e-05,-0.07923707,0.9238208882646781,ENSG00000089248
1.0,-0.017441796,0.9827094316202984,ENSG00000144040
1.0,0.029169705,1.0295993078003793,ENSG00000109861
1.0,0.02599155,1.0263322759290692,ENSG00000112936
5.98145e-28,0.164548438,1.1788606698218091,ENSG00000150281
1.0,0.031920671,1.032435599972717,ENSG00000113302
1.0,0.023364311,1.0236393947170026,ENSG00000182393
1.0,0.007133873,1.0071593796897433,ENSG00000076864
6.61179e-10,0.092002383,1.096367434721301,ENSG00000122641
0.001120589,-0.05851574,0.9431633948909972,ENSG00000126500
1.0,0.003986522,1.0039944787485657,ENSG00000162998
1.0,0.042160442,1.0430618162503456,ENSG00000146678
0.625113211,0.055740752,1.057323539189546,ENSG00000127318
0.11838509,-0.066540655,0.9356248772537216,ENSG00000158290
1.0,-0.02560572,0.9747193261913025,ENSG00000185291
4.58727e-06,0.073653314,1.0764335563559138,ENSG00000118762
1.0,0.007933724,1.0079652793836202,ENSG00000131686
1.0,-0.005379013,0.9946354279860743,ENSG00000108700
1.30609e-05,-0.059841074,0.9419142163484395,ENSG00000263155
3.06252e-14,-0.09472254,0.9096252840894731,ENSG00000178966
2.98217e-12,-0.109495938,0.8962858050676549,ENSG00000005469
9.70381e-12,-0.105094161,0.9002397511200401,ENSG00000239713
9.60005e-12,-0.073744244,0.9289092375743399,ENSG00000110801
0.017693153,-0.043071506,0.9578428961040665,ENSG00000102606
1.0,0.02954964,1.0299905629344417,ENSG00000138386
1.0,0.002346168,1.0023489224058204,ENSG00000126217
1.0,0.003450318,1.00345627719889,ENSG00000170950
1.08038e-37,-0.160719674,0.8515307438598023,ENSG00000111530
0.043848445,-0.059425557,0.9423056790419437,ENSG00000169764
1.0,0.035563446,1.0362033890027635,ENSG00000163565
1.0,0.050439768,1.051733513434195,ENSG00000145982
1.0,0.028744577,1.0291616893343754,ENSG00000171621
1.0,-0.018931525,0.9812465507999776,ENSG00000162961
1.67519e-11,-0.099933483,0.9048976071082712,ENSG00000261052
1.0,-0.00431016,0.9956991154086626,ENSG00000174243
0.653018078,-0.055758387,0.9457676180386533,ENSG00000112874
1.0,0.027453021,1.0278333273911198,ENSG00000136928
1.0,0.007990137,1.008022143332844,ENSG00000113163
2.33443e-09,-0.095923515,0.9085335025962799,ENSG00000100522
0.717546376,-0.048621581,0.9525415213146411,ENSG00000196730
0.283875622,0.046162965,1.0472450613429611,ENSG00000151962
2.9214e-32,-0.155620311,0.8558840984625621,ENSG00000002549
1.0,0.004306773,1.0043160604750658,ENSG00000133612
1.0,-0.039841119,0.9609421024665341,ENSG00000131437
0.000155446,-0.07901725,0.9240239848938692,ENSG00000078902
1.67444e-16,-0.104952206,0.900367553724805,ENSG00000142661
0.000542535,-0.079049064,0.9239945884624252,ENSG00000198431
7.64038e-19,-0.123363711,0.883942104620472,ENSG00000025800
1.0,0.017449605,1.0176027387685393,ENSG00000087076
1.0,-0.027418073,0.9729543905226444,ENSG00000114999
1.0,-0.042599314,0.95829528865653,ENSG00000131626
2.56469e-12,-0.106679991,0.8988132553044037,ENSG00000076928
1.0,-0.032435935,0.9680844681761359,ENSG00000138376
1.0,0.0177929,1.01795213667059,ENSG00000135111
1.0,0.001818388,1.001820042270009,ENSG00000147606
1.0,-0.023306456,0.9769630417068024,ENSG00000150681
2.58499e-15,-0.113520568,0.8926858354600979,ENSG00000116791
1.0,0.013713245,1.0138077028247765,ENSG00000109832
1.0,-0.022442971,0.9778069989586461,ENSG00000108854
1.04282e-24,-0.134139773,0.874467829069047,ENSG00000115365
