Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XI Diseases of the digestive system,Alcoholic liver disease,IGSF21,Immunoglobulin superfamily member 21,42091,120,1.67 [1.24-2.25],0.000771367607187
Chapter XI Diseases of the digestive system,Alcoholic liver disease,IGSF3,Immunoglobulin superfamily member 3,49510,148,3.12 [2.75-3.54],2.6697335680337696e-70
Chapter XI Diseases of the digestive system,Alcoholic liver disease,IGSF8,Immunoglobulin superfamily member 8,49731,150,3.60 [2.67-4.86],4.6761430926901465e-17
Chapter XI Diseases of the digestive system,Alcoholic liver disease,IGSF9,Protein turtle homolog A,43249,127,2.64 [2.29-3.05],1.8101683412484185e-39
Chapter XI Diseases of the digestive system,Alcoholic liver disease,IKBKG,NF-kappa-B essential modulator,49667,147,0.82 [0.70-0.97],0.0179937244618145
Chapter XI Diseases of the digestive system,Alcoholic liver disease,IKZF2,Zinc finger protein Helios,48578,144,0.95 [0.78-1.15],0.5891468222009733
Chapter XI Diseases of the digestive system,Alcoholic liver disease,IL10,Interleukin-10,48809,141,1.19 [1.01-1.40],0.0383291213441202
Chapter XI Diseases of the digestive system,Alcoholic liver disease,IL10RA,Interleukin-10 receptor subunit alpha,48809,141,1.11 [0.88-1.39],0.3872793504856985
Chapter XI Diseases of the digestive system,Alcoholic liver disease,IL10RB,Interleukin-10 receptor subunit beta,49948,152,3.49 [2.75-4.44],1.6622429947625368e-24
Chapter XI Diseases of the digestive system,Alcoholic liver disease,IL11,Interleukin-11,48809,141,1.15 [0.93-1.42],0.2118765444129496
Chapter XI Diseases of the digestive system,Alcoholic liver disease,IL12A_IL12B,Interleukin-12,49510,148,1.42 [1.20-1.70],7.497835820996058e-05
Chapter XI Diseases of the digestive system,Alcoholic liver disease,IL12B,Interleukin-12 subunit beta,50281,150,1.53 [1.19-1.98],0.000956875328529
Chapter XI Diseases of the digestive system,Alcoholic liver disease,IL12RB1,Interleukin-12 receptor subunit beta-1,48809,141,1.73 [1.18-2.52],0.0044742133809531
Chapter XI Diseases of the digestive system,Alcoholic liver disease,IL12RB2,Interleukin-12 receptor subunit beta-2,41993,123,1.26 [0.85-1.86],0.2519428076375362
Chapter XI Diseases of the digestive system,Alcoholic liver disease,IL13,Interleukin-13,48809,141,0.99 [0.72-1.36],0.9291225872814092
Chapter XI Diseases of the digestive system,Alcoholic liver disease,IL13RA1,Interleukin-13 receptor subunit alpha-1,49129,148,1.88 [1.02-3.49],0.0434408551655718
Chapter XI Diseases of the digestive system,Alcoholic liver disease,IL13RA2,Interleukin-13 receptor subunit alpha-2,41859,122,1.54 [0.84-2.80],0.1590743544288078
Chapter XI Diseases of the digestive system,Alcoholic liver disease,IL15,Interleukin-15,49667,147,2.96 [2.09-4.19],1.056492416913046e-09
Chapter XI Diseases of the digestive system,Alcoholic liver disease,IL15RA,Interleukin-15 receptor subunit alpha,48809,141,1.85 [1.21-2.83],0.0042577518029076
Chapter XI Diseases of the digestive system,Alcoholic liver disease,IL16,Pro-interleukin-16,50281,150,0.79 [0.56-1.12],0.1910215410210242
Chapter XI Diseases of the digestive system,Alcoholic liver disease,IL17A,Interleukin-17A,48733,140,1.14 [0.84-1.55],0.3920598680396564
Chapter XI Diseases of the digestive system,Alcoholic liver disease,IL17C,Interleukin-17C,48809,141,1.30 [1.08-1.56],0.0053414793717017
Chapter XI Diseases of the digestive system,Alcoholic liver disease,IL17D,Interleukin-17D,48809,141,0.87 [0.54-1.40],0.5627099594508738
Chapter XI Diseases of the digestive system,Alcoholic liver disease,IL17F,Interleukin-17F,48809,141,1.06 [0.87-1.28],0.5696788514424067
Chapter XI Diseases of the digestive system,Alcoholic liver disease,IL17RA,Interleukin-17 receptor A,49760,150,1.40 [1.01-1.95],0.0459500658861256
Chapter XI Diseases of the digestive system,Alcoholic liver disease,IL17RB,Interleukin-17 receptor B,49045,145,0.84 [0.64-1.11],0.2220281955217385
Chapter XI Diseases of the digestive system,Alcoholic liver disease,IL18,Interleukin-18,49531,150,2.35 [1.84-3.00],7.634351889758007e-12
Chapter XI Diseases of the digestive system,Alcoholic liver disease,IL18BP,Interleukin-18-binding protein,49930,149,5.56 [4.02-7.68],2.5085771945687364e-25
Chapter XI Diseases of the digestive system,Alcoholic liver disease,IL18R1,Interleukin-18 receptor 1,50281,150,5.84 [4.03-8.46],1.1836703580502687e-20
Chapter XI Diseases of the digestive system,Alcoholic liver disease,IL18RAP,Interleukin-18 receptor accessory protein,49038,141,1.05 [0.96-1.14],0.2971034964998196
Chapter XI Diseases of the digestive system,Alcoholic liver disease,IL19,Interleukin-19,48493,147,1.47 [1.25-1.73],3.7736325647764913e-06
Chapter XI Diseases of the digestive system,Alcoholic liver disease,IL1A,Interleukin-1 alpha,48809,141,1.03 [0.81-1.31],0.8223812334023783
Chapter XI Diseases of the digestive system,Alcoholic liver disease,IL1B,Interleukin-1 beta,48579,141,1.23 [0.98-1.55],0.071610926749114
Chapter XI Diseases of the digestive system,Alcoholic liver disease,IL1R1,Interleukin-1 receptor type 1,49678,149,5.29 [3.64-7.70],3.339551027153876e-18
Chapter XI Diseases of the digestive system,Alcoholic liver disease,IL1R2,Interleukin-1 receptor type 2,49614,150,32.72 [16.28-65.77],1.2424804795110073e-22
Chapter XI Diseases of the digestive system,Alcoholic liver disease,IL1RAP,Interleukin-1 receptor accessory protein,49760,150,0.57 [0.47-0.70],2.391872321871932e-08
Chapter XI Diseases of the digestive system,Alcoholic liver disease,IL1RL1,Interleukin-1 receptor-like 1,50181,150,6.28 [4.87-8.08],5.307602253712604e-46
Chapter XI Diseases of the digestive system,Alcoholic liver disease,IL1RL2,Interleukin-1 receptor-like 2,48809,141,0.65 [0.45-0.95],0.0258108033166961
Chapter XI Diseases of the digestive system,Alcoholic liver disease,IL1RN,Interleukin-1 receptor antagonist protein,49619,152,2.10 [1.81-2.44],4.842793382343028e-22
Chapter XI Diseases of the digestive system,Alcoholic liver disease,IL2,Interleukin-2,48809,141,0.98 [0.61-1.58],0.932966449491111
Chapter XI Diseases of the digestive system,Alcoholic liver disease,IL20,Interleukin-20,48809,141,1.15 [0.89-1.49],0.2977107731332455
Chapter XI Diseases of the digestive system,Alcoholic liver disease,IL20RA,Interleukin-20 receptor subunit alpha,48809,141,1.12 [0.82-1.53],0.4782382060262451
Chapter XI Diseases of the digestive system,Alcoholic liver disease,IL20RB,Interleukin-20 receptor subunit beta,41993,123,1.46 [1.01-2.13],0.0468252213497742
Chapter XI Diseases of the digestive system,Alcoholic liver disease,IL21R,Interleukin-21 receptor,41993,123,0.95 [0.68-1.32],0.7489859476668979
Chapter XI Diseases of the digestive system,Alcoholic liver disease,IL22,Interleukin-22,43049,127,1.46 [1.19-1.79],0.0002285652303807
Chapter XI Diseases of the digestive system,Alcoholic liver disease,IL22RA1,Interleukin-22 receptor subunit alpha-1,48809,141,1.51 [1.24-1.85],5.566173260651957e-05
Chapter XI Diseases of the digestive system,Alcoholic liver disease,IL24,Interleukin-24,48809,141,1.08 [0.80-1.46],0.6064076455316199
Chapter XI Diseases of the digestive system,Alcoholic liver disease,IL25,Interleukin-25,41578,126,0.95 [0.58-1.56],0.844821712565736
Chapter XI Diseases of the digestive system,Alcoholic liver disease,IL2RA,Interleukin-2 receptor subunit alpha,49377,146,2.50 [1.95-3.21],6.857743622034935e-13
Chapter XI Diseases of the digestive system,Alcoholic liver disease,IL2RB,Interleukin-2 receptor subunit beta,48809,141,1.31 [0.95-1.81],0.1017945665539068
Chapter XI Diseases of the digestive system,Alcoholic liver disease,IL2RG,Cytokine receptor common subunit gamma,43049,127,1.45 [1.06-1.97],0.0186987497177053
Chapter XI Diseases of the digestive system,Alcoholic liver disease,IL3,Interleukin-3,41724,127,1.20 [0.89-1.63],0.2292137946554013
Chapter XI Diseases of the digestive system,Alcoholic liver disease,IL31,Interleukin-31,41993,123,1.20 [0.92-1.56],0.1840204634566429
Chapter XI Diseases of the digestive system,Alcoholic liver disease,IL31RA,Interleukin-31 receptor subunit alpha,41833,122,1.13 [0.72-1.76],0.5898906854977024
Chapter XI Diseases of the digestive system,Alcoholic liver disease,IL32,Interleukin-32,49667,147,3.73 [3.22-4.32],1.4126904827544995e-68
Chapter XI Diseases of the digestive system,Alcoholic liver disease,IL33,Interleukin-33,48809,141,1.15 [0.79-1.69],0.4685512269423821
Chapter XI Diseases of the digestive system,Alcoholic liver disease,IL34,Interleukin-34,48515,148,2.62 [1.71-4.01],9.64799840542528e-06
Chapter XI Diseases of the digestive system,Alcoholic liver disease,IL36A,Interleukin-36 alpha,41993,123,1.26 [1.00-1.60],0.0540477473504759
Chapter XI Diseases of the digestive system,Alcoholic liver disease,IL36G,Interleukin-36 gamma,41831,121,1.19 [0.97-1.47],0.0975510913435162
Chapter XI Diseases of the digestive system,Alcoholic liver disease,IL3RA,Interleukin-3 receptor subunit alpha,48809,141,1.99 [1.31-3.03],0.0012574700265995
Chapter XI Diseases of the digestive system,Alcoholic liver disease,IL4,Interleukin-4,48809,141,1.27 [1.04-1.55],0.0180028304840724
Chapter XI Diseases of the digestive system,Alcoholic liver disease,IL4R,Interleukin-4 receptor subunit alpha,49667,147,5.39 [4.39-6.61],2.4005369135574202e-58
Chapter XI Diseases of the digestive system,Alcoholic liver disease,IL5,Interleukin-5,48809,141,1.04 [0.94-1.15],0.4641064917823498
Chapter XI Diseases of the digestive system,Alcoholic liver disease,IL5RA,Interleukin-5 receptor subunit alpha,49667,147,1.90 [1.53-2.36],6.923818476151794e-09
Chapter XI Diseases of the digestive system,Alcoholic liver disease,IL6,Interleukin-6,49510,148,1.50 [1.35-1.67],1.8709462406448729e-13
Chapter XI Diseases of the digestive system,Alcoholic liver disease,IL6R,Interleukin-6 receptor subunit alpha,49434,149,0.77 [0.50-1.17],0.2184947222168144
Chapter XI Diseases of the digestive system,Alcoholic liver disease,IL6ST,Interleukin-6 receptor subunit beta,49731,150,14.10 [10.13-19.62],1.3422557402635918e-55
Chapter XI Diseases of the digestive system,Alcoholic liver disease,IL7,Interleukin-7,49667,147,1.05 [0.84-1.32],0.6464791228470245
Chapter XI Diseases of the digestive system,Alcoholic liver disease,IL7R,Interleukin-7 receptor subunit alpha,49760,150,1.01 [0.77-1.32],0.955205417513366
Chapter XI Diseases of the digestive system,Alcoholic liver disease,IL9,Interleukin-9,42463,126,1.18 [0.91-1.52],0.221143322331022
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ILKAP,Integrin-linked kinase-associated serine/threonine phosphatase 2C,48522,148,1.07 [0.84-1.37],0.5861292736344055
Chapter XI Diseases of the digestive system,Alcoholic liver disease,IMMT,MICOS complex subunit MIC60,43049,127,2.84 [2.45-3.29],1.0328959190510356e-43
Chapter XI Diseases of the digestive system,Alcoholic liver disease,IMPA1,Inositol monophosphatase 1,49354,143,0.84 [0.66-1.08],0.1863232022516973
Chapter XI Diseases of the digestive system,Alcoholic liver disease,IMPACT,Protein IMPACT,43149,128,0.93 [0.68-1.26],0.6390011821936208
Chapter XI Diseases of the digestive system,Alcoholic liver disease,IMPG1,Interphotoreceptor matrix proteoglycan 1,41859,122,1.46 [0.95-2.23],0.081400019925252
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ING1,Inhibitor of growth protein 1,48512,147,1.06 [0.79-1.41],0.6967506063217278
Chapter XI Diseases of the digestive system,Alcoholic liver disease,INHBB,Inhibin beta B chain,42307,127,2.59 [2.00-3.37],7.850291745688445e-13
Chapter XI Diseases of the digestive system,Alcoholic liver disease,INHBC,Inhibin beta C chain,49760,150,0.89 [0.62-1.27],0.5227537684757295
Chapter XI Diseases of the digestive system,Alcoholic liver disease,INPP1,Inositol polyphosphate 1-phosphatase,49510,148,1.23 [0.95-1.58],0.1174047880129105
Chapter XI Diseases of the digestive system,Alcoholic liver disease,INPP5D,"Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 1",42091,120,0.92 [0.68-1.25],0.5935475152614824
Chapter XI Diseases of the digestive system,Alcoholic liver disease,INPP5J,"Phosphatidylinositol 4,5-bisphosphate 5-phosphatase A",43180,130,0.66 [0.41-1.05],0.0775304224447517
Chapter XI Diseases of the digestive system,Alcoholic liver disease,INPPL1,"Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2",49510,148,0.85 [0.73-0.99],0.0314885141979796
Chapter XI Diseases of the digestive system,Alcoholic liver disease,INSL3,Insulin-like 3,43149,128,0.73 [0.60-0.88],0.0008506862350346
Chapter XI Diseases of the digestive system,Alcoholic liver disease,INSL4,Early placenta insulin-like peptide,43049,127,1.25 [0.97-1.62],0.0893979693073604
Chapter XI Diseases of the digestive system,Alcoholic liver disease,INSL5,Insulin-like peptide INSL5,43071,128,1.59 [1.38-1.84],3.0284166827149155e-10
Chapter XI Diseases of the digestive system,Alcoholic liver disease,INSR,Insulin receptor,41993,123,16.97 [11.33-25.42],5.764679343079925e-43
Chapter XI Diseases of the digestive system,Alcoholic liver disease,IPCEF1,Interactor protein for cytohesin exchange factors 1,49273,143,0.98 [0.83-1.15],0.7754169254690073
Chapter XI Diseases of the digestive system,Alcoholic liver disease,IQGAP2,Ras GTPase-activating-like protein IQGAP2,49510,148,1.66 [1.32-2.08],1.3633342876511835e-05
Chapter XI Diseases of the digestive system,Alcoholic liver disease,IRAG2,"Inositol 1,4,5-triphosphate receptor associated 2",48828,141,0.88 [0.73-1.05],0.1635974324378009
Chapter XI Diseases of the digestive system,Alcoholic liver disease,IRAK1,Interleukin-1 receptor-associated kinase 1,48809,141,0.94 [0.76-1.17],0.590139350208998
Chapter XI Diseases of the digestive system,Alcoholic liver disease,IRAK4,Interleukin-1 receptor-associated kinase 4,49667,147,0.96 [0.83-1.10],0.5476125061094553
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ISLR2,Immunoglobulin superfamily containing leucine-rich repeat protein 2,47894,144,1.27 [0.87-1.84],0.2149036204313308
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ISM1,Isthmin-1,49667,147,2.56 [1.93-3.39],5.3267486413284356e-11
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ISM2,Isthmin-2,43246,129,1.02 [0.70-1.50],0.9016554298553028
Chapter XI Diseases of the digestive system,Alcoholic liver disease,IST1,IST1 homolog,42758,125,0.91 [0.77-1.08],0.2774153605298806
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ITGA11,Integrin alpha-11,49667,147,0.70 [0.46-1.06],0.0895331685216867
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ITGA2,Integrin alpha-2,42307,127,0.67 [0.41-1.09],0.1079819285157704
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ITGA5,Integrin alpha-5,49760,150,18.78 [12.43-28.37],4.320515511613072e-44
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ITGA6,Integrin alpha-6,49667,147,0.70 [0.51-0.95],0.021796997846245
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ITGAL,Integrin alpha-L,41993,123,2.47 [1.62-3.77],2.479225815468815e-05
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ITGAM,Integrin alpha-M,49760,150,1.79 [1.17-2.75],0.0073735547097598
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ITGAV,Integrin alpha-V,50162,151,0.96 [0.42-2.21],0.924551756103792
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ITGAX,Integrin alpha-X,42463,126,1.28 [0.98-1.68],0.0743472077723406
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ITGB1,Integrin beta-1,49682,149,5.62 [3.88-8.15],7.422195727796568e-20
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ITGB1BP1,Integrin beta-1-binding protein 1,48578,144,1.25 [0.87-1.78],0.2290558494463784
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ITGB1BP2,Integrin beta-1-binding protein 2,48828,141,0.92 [0.81-1.05],0.2069512805700188
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ITGB2,Integrin beta-2,49452,147,3.42 [2.37-4.93],4.303445516715248e-11
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ITGB5,Integrin beta-5,49895,151,1.68 [1.22-2.32],0.0015941585774158
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ITGB6,Integrin beta-6,48809,141,1.02 [0.62-1.67],0.944791339089635
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ITGB7,Integrin beta-7,50162,151,2.01 [1.54-2.63],2.938221852027715e-07
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ITGBL1,Integrin beta-like protein 1,43246,129,2.97 [2.46-3.58],1.3530538771972518e-29
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ITIH1,Inter-alpha-trypsin inhibitor heavy chain H1,43311,131,1.34 [0.56-3.21],0.5079456502634419
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ITIH3,Inter-alpha-trypsin inhibitor heavy chain H3,49930,149,1.68 [1.15-2.47],0.0075156014928406
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ITIH4,Inter-alpha-trypsin inhibitor heavy chain H4,43311,131,0.48 [0.24-0.98],0.0424941057504411
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ITIH5,Inter-alpha-trypsin inhibitor heavy chain H5,43049,127,1.53 [1.18-1.99],0.0012181076901561
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ITM2A,Integral membrane protein 2A,49667,147,1.06 [0.83-1.35],0.6255221915437923
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ITPA,Inosine triphosphate pyrophosphatase,41817,121,0.91 [0.70-1.18],0.464447289535341
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ITPR1,"Inositol 1,4,5-trisphosphate receptor type 1",42091,120,1.10 [0.86-1.40],0.4539348425681787
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ITPRIP,"Inositol 1,4,5-trisphosphate receptor-interacting protein",41859,122,1.62 [1.24-2.12],0.0003639954596165
Chapter XI Diseases of the digestive system,Alcoholic liver disease,IVD,"Isovaleryl-CoA dehydrogenase, mitochondrial",48597,148,1.24 [0.97-1.59],0.0925775070476384
Chapter XI Diseases of the digestive system,Alcoholic liver disease,IZUMO1,Izumo sperm-egg fusion protein 1,41724,127,1.33 [1.04-1.70],0.0245353879798212
