Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MRC1,Macrophage mannose receptor 1,44780,630,2.29 [1.78-2.93],7.802931005530655e-11
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MRI1,Methylthioribose-1-phosphate isomerase,43516,610,1.02 [0.90-1.14],0.7901767256531134
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MRPL24,"39S ribosomal protein L24, mitochondrial",43272,611,1.17 [0.98-1.39],0.0877216974707288
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MRPL28,"39S ribosomal protein L28, mitochondrial",44664,625,1.11 [0.93-1.33],0.2507379800426632
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MRPL46,"39S ribosomal protein L46, mitochondrial",50258,704,1.00 [0.79-1.28],0.9838622518046772
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MRPL52,"39S ribosomal protein L52, mitochondrial",43058,598,0.89 [0.65-1.22],0.4635787195092832
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MRPL58,"Peptidyl-tRNA hydrolase ICT1, mitochondrial",44664,625,1.03 [0.93-1.15],0.5293022865143094
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MRPS16,"28S ribosomal protein S16, mitochondrial",43445,603,0.98 [0.76-1.28],0.9087270781848787
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MSLN,Mesothelin,51143,728,1.07 [0.96-1.19],0.2420186576701257
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MSLNL,Mesothelin-like protein,43516,610,1.01 [0.82-1.24],0.9180667543756408
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MSMB,Beta-microseminoprotein,51345,738,1.02 [0.93-1.11],0.7352540404207859
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MSR1,Macrophage scavenger receptor types I and II,51915,741,2.26 [1.98-2.58],2.657869148278833e-34
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MSRA,Mitochondrial peptide methionine sulfoxide reductase,51622,740,1.14 [1.05-1.25],0.0029377733872368
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MST1,Hepatocyte growth factor-like protein,44104,619,1.30 [1.11-1.52],0.0010243366954347
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MSTN,Growth/differentiation factor 8,50517,724,0.99 [0.88-1.13],0.9327459299010884
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MTDH,Protein LYRIC,43445,603,1.15 [1.06-1.25],0.0007743227456175
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MTHFD2,"Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial",44635,623,1.07 [0.80-1.42],0.6575457031670029
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MTHFSD,Methenyltetrahydrofolate synthase domain-containing protein,43926,615,1.07 [1.00-1.14],0.0630124584033008
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MTIF3,"Translation initiation factor IF-3, mitochondrial",44550,622,1.09 [1.00-1.19],0.0384976345178999
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MTPN,Myotrophin,50517,724,0.99 [0.82-1.20],0.9273396732042154
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MTR,Methionine synthase,43272,611,1.00 [0.89-1.12],0.9451695370823384
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MTSS1,Protein MTSS 1,44550,622,1.04 [0.97-1.12],0.2469258814200403
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MTSS2,Protein MTSS 2,44533,623,1.06 [0.98-1.14],0.138676744494932
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MTUS1,Microtubule-associated tumor suppressor 1,43926,615,1.72 [1.57-1.89],2.5642758624304477e-31
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MUC13,Mucin-13,50258,704,1.69 [1.51-1.90],8.140400076496065e-20
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MUC16,Mucin-16,51227,734,1.00 [0.97-1.04],0.8325012623866086
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MUC2,Mucin-2,44744,629,1.06 [0.98-1.15],0.1472990226672679
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MUCL3,Mucin-like protein 3,43142,599,1.04 [0.88-1.23],0.6545829062330102
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MVK,Mevalonate kinase,50494,726,1.66 [1.55-1.77],3.0890855102454566e-48
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MXRA8,Matrix remodeling-associated protein 8,43761,617,0.44 [0.34-0.56],3.594015984629448e-11
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MYBPC1,"Myosin-binding protein C, slow-type",44738,627,1.11 [1.00-1.23],0.0500563609541726
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MYBPC2,"Myosin-binding protein C, fast-type",43550,617,1.15 [1.07-1.25],0.0003363363034871
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MYCBP2,E3 ubiquitin-protein ligase MYCBP2,44664,625,0.99 [0.88-1.11],0.810706159854287
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MYDGF,Myeloid-derived growth factor,44738,627,1.13 [1.04-1.22],0.0020442670086255
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MYH4,Myosin-4,43272,611,0.95 [0.80-1.13],0.541618344328658
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MYH7B,Myosin-7B,43142,599,1.00 [0.84-1.20],0.9768588140508287
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MYH9,Myosin-9,44744,629,1.07 [1.00-1.15],0.0387932824506675
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MYL1,"Myosin light chain 1/3, skeletal muscle isoform",43272,611,1.02 [0.85-1.23],0.7995454147618983
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MYL3,Myosin light chain 3,43550,617,1.11 [1.00-1.23],0.0489350697040482
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MYL4,Myosin light chain 4,43550,617,1.02 [0.89-1.17],0.7931791010035256
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MYL6B,Myosin light chain 6B,43516,610,0.94 [0.86-1.03],0.1665416498741287
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MYLPF,"Myosin regulatory light chain 2, skeletal muscle isoform",43516,610,1.20 [1.05-1.37],0.0079013998818818
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MYO6,Unconventional myosin-VI,44664,625,1.04 [0.85-1.28],0.6714052094076028
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MYO9B,Unconventional myosin-IXb,50494,726,1.13 [1.03-1.24],0.0111939649951363
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MYOC,Myocilin,51475,728,0.98 [0.85-1.13],0.799274995302637
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MYOM1,Myomesin-1,43301,603,1.18 [1.02-1.36],0.0252502526420754
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MYOM2,Myomesin-2,43272,611,1.11 [0.96-1.28],0.1440909768832253
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MYOM3,Myomesin-3,43761,617,1.03 [0.95-1.12],0.4303208702599748
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MZB1,Marginal zone B- and B1-cell-specific protein,51599,742,1.34 [1.19-1.51],1.6890817078914553e-06
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,MZT1,Mitotic-spindle organizing protein 1,50249,720,1.04 [0.92-1.18],0.4920981814814624
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,NAA10,N-alpha-acetyltransferase 10,43272,611,1.10 [0.94-1.28],0.2271381459633259
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,NAA80,N-alpha-acetyltransferase 80,43516,610,1.06 [1.00-1.13],0.0612194029637509
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,NAAA,N-acylethanolamine-hydrolyzing acid amidase,50824,726,1.11 [1.00-1.24],0.0539206486418086
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,NACC1,Nucleus accumbens-associated protein 1,44533,623,1.16 [1.02-1.32],0.0241106062991004
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,NADK,NAD kinase,51461,742,1.15 [1.03-1.28],0.0097538019086817
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,NAGA,Alpha-N-acetylgalactosaminidase,43361,603,1.13 [0.99-1.28],0.0602960119158922
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,NAGK,N-acetyl-D-glucosamine kinase,43470,616,1.24 [1.09-1.42],0.0009436194290101
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,NAGPA,N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase,43761,617,3.74 [2.67-5.23],1.4266081816107313e-14
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,NAMPT,Nicotinamide phosphoribosyltransferase,50249,720,1.13 [1.02-1.25],0.0220321536603368
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,NAP1L4,Nucleosome assembly protein 1-like 4,44465,621,1.01 [0.84-1.22],0.8969935574191373
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,NAPRT,Nicotinate phosphoribosyltransferase,44635,623,1.18 [0.95-1.47],0.1312037187035249
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,NARS1,"Asparagine--tRNA ligase, cytoplasmic",44664,625,1.22 [1.04-1.44],0.0175657311290065
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,NBL1,Neuroblastoma suppressor of tumorigenicity 1,51622,740,1.59 [1.25-2.00],0.0001124454151163
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,NBN,Nibrin,50494,726,1.17 [1.06-1.29],0.002636533282382
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,NCAM1,Neural cell adhesion molecule 1,51667,747,0.85 [0.69-1.05],0.1308999441927016
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,NCAM2,Neural cell adhesion molecule 2,51475,728,0.87 [0.68-1.11],0.2707204227833618
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,NCAN,Neurocan core protein,51915,741,0.87 [0.73-1.03],0.0990812355371453
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,NCF2,Neutrophil cytosol factor 2,51302,737,1.04 [0.97-1.12],0.2591165513290714
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,NCK2,Cytoplasmic protein NCK2,51684,744,1.09 [1.03-1.16],0.0051308354569394
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,NCLN,Nicalin,50494,726,0.96 [0.83-1.10],0.5397088047965501
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,NCR1,Natural cytotoxicity triggering receptor 1,51313,737,1.26 [1.06-1.49],0.0093460601321548
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,NCR3LG1,Natural cytotoxicity triggering receptor 3 ligand 1,44550,622,1.60 [1.29-1.98],1.4618290821273188e-05
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,NCS1,Neuronal calcium sensor 1,51901,745,1.79 [1.44-2.23],1.7134863655404852e-07
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,NDRG1,Protein NDRG1,50258,704,0.99 [0.90-1.09],0.8260127093462688
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,NDST1,Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 1,44533,623,0.94 [0.83-1.07],0.3266283522565268
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,NDUFA5,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5,43373,601,1.35 [1.09-1.66],0.005772800288806
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,NDUFB7,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7,44550,622,1.04 [0.95-1.13],0.4261578166112114
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,NDUFS6,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial",50249,720,1.13 [1.05-1.21],0.0015811943845321
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,NEB,Nebulin,43272,611,1.12 [0.92-1.36],0.2589668922902711
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,NECAP2,Adaptin ear-binding coat-associated protein 2,43272,611,1.02 [0.91-1.14],0.7639334429120361
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,NECTIN1,Nectin-1,43445,603,1.16 [0.93-1.46],0.1940725833722642
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,NECTIN2,Nectin-2,51385,742,2.11 [1.73-2.57],1.1583062242326406e-13
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,NECTIN4,Nectin-4,51622,740,1.19 [0.98-1.45],0.0767341193086722
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,NEDD4L,E3 ubiquitin-protein ligase NEDD4-like,43445,603,1.14 [0.97-1.35],0.1121108566959549
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,NEDD9,Enhancer of filamentation 1,43445,603,1.19 [0.96-1.46],0.1106213962628815
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,NEFL,Neurofilament light polypeptide,50099,700,1.23 [1.07-1.41],0.0036376020801852
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,NEK7,Serine/threonine-protein kinase Nek7,43926,615,1.08 [0.98-1.19],0.1408443026607027
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,NELL1,Protein kinase C-binding protein NELL1,51622,740,0.83 [0.72-0.97],0.0176759972479296
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,NELL2,Protein kinase C-binding protein NELL2,51684,744,1.69 [1.36-2.10],2.120963446703708e-06
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,NENF,Neudesin,44533,623,0.94 [0.87-1.01],0.0914754773581421
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,NEO1,Neogenin,44664,625,0.85 [0.60-1.21],0.3703388550700076
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,NEXN,Nexilin,44780,630,1.10 [0.98-1.22],0.0935070727578952
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,NFASC,Neurofascin,52026,747,3.66 [3.01-4.44],7.457326816166835e-39
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,NFAT5,Nuclear factor of activated T-cells 5,43445,603,1.07 [0.98-1.17],0.1559381986487028
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,NFATC1,"Nuclear factor of activated T-cells, cytoplasmic 1",51387,739,1.10 [1.03-1.17],0.0065928872455005
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,NFATC3,"Nuclear factor of activated T-cells, cytoplasmic 3",50494,726,1.52 [1.39-1.67],7.234334613970321e-20
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,NFE2,Transcription factor NF-E2 45 kDa subunit,43550,617,1.09 [0.98-1.21],0.0981660246162431
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,NFIC,Nuclear factor 1 C-type,44664,625,1.12 [0.96-1.31],0.1357968757613936
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,NFKB1,Nuclear factor NF-kappa-B p105 subunit,43272,611,1.07 [0.96-1.19],0.2157979592595047
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,NFKB2,Nuclear factor NF-kappa-B p100 subunit,43926,615,1.07 [0.95-1.22],0.266818323082394
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,NFKBIE,NF-kappa-B inhibitor epsilon,50249,720,1.09 [0.95-1.24],0.2114159667951614
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,NFU1,"NFU1 iron-sulfur cluster scaffold homolog, mitochondrial",44550,622,1.06 [0.99-1.14],0.1133076984794725
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,NFX1,Transcriptional repressor NF-X1,43272,611,1.08 [0.96-1.21],0.2018991568848587
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,NFYA,Nuclear transcription factor Y subunit alpha,43272,611,1.13 [0.95-1.35],0.1668775588584669
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,NGF,Beta-nerve growth factor,51062,728,1.61 [0.96-2.69],0.069040917591225
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,NGFR,Tumor necrosis factor receptor superfamily member 16,44738,627,1.01 [0.78-1.30],0.9676966894386309
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,NGRN,Neugrin,44635,623,1.73 [1.31-2.28],0.0001039144626516
